mu,VN,VCB,m112,m122,m222,lam1,lam2,lam3,lam4,lam5,yt,gp,g
291.454545454545,-547241147.575165,-554178830.452521,1831.70089530959,1036.74778141292,-62060.2857816526,0.00289854943622758,3.69543525648039,-0.0742546732802482,0.664419882276208,-0.601377535300013,1.30054833056613,0.350021861276683,0.652059129822394
291.959595959596,-547380874.722169,-554333688.079593,1830.95677291581,1036.76912683591,-62080.8377704072,0.00291954934103952,3.69753034521084,-0.0742020970485095,0.664565644115858,-0.601514252865477,1.30049391378496,0.350025152504228,0.652050010946215
292.464646464646,-547520559.856359,-554488671.090567,1830.21338418767,1036.79043006091,-62101.369030441,0.0029405203051251,3.69962422276898,-0.0741495553584574,0.664711225614458,-0.601650802346798,1.30043961353172,0.350028438135916,0.652040908212404
292.969696969697,-547660203.382319,-554643779.200041,1829.47072691516,1036.81169124436,-62121.8796280067,0.00296146242308028,3.70171689301907,-0.0740970481092315,0.664856627350815,-0.601787184281523,1.30038542935564,0.350031718190902,0.652031821564574
293.474747474747,-547799805.703059,-554799012.130042,1828.72879889864,1036.83291054188,-62142.3696290361,0.00298237578902812,3.70380835980817,-0.0740445752004097,0.665001849900884,-0.601923399204556,1.3003313608085,0.350034992688241,0.652022750946629
293.979797979798,-547939367.220026,-554954369.609913,1827.98759794877,1036.8540881082,-62162.8390991417,0.003003260496622,3.70589862696624,-0.0739921365320055,0.665146893837786,-0.602059447648177,1.30027740744456,0.350038261646892,0.652013696302768
294.484848484848,-548078888.333108,-555109851.376185,1827.24712188646,1036.87522409726,-62183.288103619,0.00302411663904871,3.70798769830624,-0.0739397320044656,0.665291759731829,-0.602195330142059,1.30022356882057,0.350041525085717,0.652004657577478
294.989898989899,-548218369.44065,-555265457.172468,1826.50736854278,1036.89631866215,-62203.7167074488,0.00304494430903165,3.71007557762424,-0.0738873615186672,0.665436448150524,-0.602331047213284,1.30016984449574,0.35004478302348,0.651995634715533
295.494949494949,-548357810.939464,-555421186.749337,1825.76833575891,1036.91737195512,-62224.1249752986,0.00306574359883385,3.71216226869953,-0.0738350249759156,0.665580959658604,-0.60246659938636,1.30011623403175,0.350048035478852,0.651986627661994
296,-548497213.224834,-555577039.86422,1825.03002138608,1036.93838412762,-62244.5129715255,0.00308651460026114,3.7142477752947,-0.0737827222779411,0.665725294818044,-0.602601987183241,1.30006273699268,0.350051282470405,0.651977636362206
